id,title,number,repoId,repoName,labels,state,comments,createdAt,updatedAt,closedAt,body,user,userId
117065308,sugguest @Data generate no args constructor by default.,966,2049,rzwitserloot/lombok,['wontfix'],closed,1,2015-11-16T07:01:26Z,2015-11-17T01:18:43Z,2015-11-17T01:18:43Z,"lombok version 1.16.6
1.  currently @Data does not generate any constructors. this behavior brings big problem to me. i am using spring 3 + jersey to publish restful interfaces. i annotated these methods' input parameter/output parameter classes with @Data. but when those restful interfaces are called (for example through httpclient ), the caller get a 500 HTTP error and  the corresponding method didn't get called  and there are none error logs in the console. after i annotated these classes with @Data @NoArgsConstructor @AllArgsConstructor, everything comes back to normal. this behavior forces me to annotate every class with two more annotations.
i think spring 3 + jersey use no args constructor  to build a object , so if no args constructor is missed,  spring 3 + jersey can not work.
2. by default, all java classes which does not explicitly define a constructor will have a default no args constructor. 
so i strongly sugguest @Data generate no args constructor!
",bruceauyeung,1210201
116363168,@NonNull should allow specifying custom error message thrown,963,2049,rzwitserloot/lombok,['wontfix'],closed,2,2015-11-11T15:54:36Z,2015-11-23T09:43:50Z,2015-11-23T02:13:52Z,"In some cases null pointer is hard to debug if one doesn't have full context data available. I understand that it can be done by appropriate log messaging in DEBUG/TRACE mode, but if I can simply print with this @NonNull all relevant objects.toString(), it can make live easier again.
",archenroot,553512
116308040,New feature: generate constructors from superclass ,962,2049,rzwitserloot/lombok,['wontfix'],closed,1,2015-11-11T10:44:45Z,2015-11-17T01:19:58Z,2015-11-17T01:19:58Z,"It would be nice to let lombok generate constructors from superclasses just like Eclipse does (`Source > Generate Constructors from Superclass...`).

Example:

```
@ParentConstructors
public class MyException extends Exception {}

new MyException(""message"");
```

I think access level should be the same as for the superclass (e.g. protected remains protected, public remains public) with the option to override this and filter:

```
// generate protected constructors for all public superclass constructors
@ParentConstructors(access = AccessLevel.PROTECTED, include = AccessLevel.PUBLIC)
public class MyException extends Exception {}
```
",sfussenegger,117516
115382207,"Similar to toBuilder=true, add the ability to have a newBuilder instance method generated via @Builder(newBuilder=true) so buildable objects can be treated generically",958,2049,rzwitserloot/lombok,['wontfix'],closed,1,2015-11-05T21:48:37Z,2015-11-17T01:21:49Z,2015-11-17T01:21:49Z,"Similar to `toBuilder=true`, add the ability to have a `B newBuilder()` instance method generated via `@Builder(newBuilder=true)` so buildable objects can be treated generically.

A great thing about `@Builder` is that by declaring an empty `*Builder` class one can have the generated builder implement interfaces:

``` java
    public static interface WithName {

        String getName();

        public static interface WithNameSetter<BUILDER extends WithName.WithNameSetter<? super BUILDER>> {

            BUILDER name(String name);
        }
    }

    @Value
    @Builder
    public static class MyClass implements WithName {

        final private String name;

        public static class MyClassBuilder implements WithName.WithNameSetter<MyClass.MyClassBuilder> {}
    }

    public static final <B extends WithName.WithNameSetter<B>> B populateName(final B builder, final String newName) {
        return builder.name(newName);
    }

    @Test
    public void testPopulateName() {

        final String expected = ""Alice"";

        final MyClass.MyClassBuilder resultBuilder = NewBuilderSimpleTest.populateName(MyClass.builder(), expected);

        final WithName result = resultBuilder.build();

        assertEquals(expected, result.getName());
    }

```

Suppose we want to be able to change a value in a generic fashion and instead of returning the builder we return the built object?

We simply add a `WithBuild<T>` interface to our builder and make sure the builder type (`B`) in `populateName(B builder)` implements `WithBuild<T>`:

``` java
    public interface WithBuild<T> {

        T build();
    }

    public static interface WithName {

        String getName();

        public static interface WithNameSetter<BUILDER extends WithName.WithNameSetter<? super BUILDER>> {

            BUILDER name(String name);
        }
    }

    @Value
    @Builder(toBuilder = true)
    public static class MyClass implements WithName {

        final private String name;

        public static class MyClassBuilder implements WithBuild<MyClass>,
                WithName.WithNameSetter<MyClass.MyClassBuilder> {}
    }

    public static final <B extends WithName.WithNameSetter<B> & WithBuild<T>, T> T populateName(final B builder,
            final String newName) {

        return builder.name(newName)
            .build();
    }

    @Test
    public void testPopulateName() {

        final String expected = ""Alice"";

        final MyClass result = populateName(MyClass.builder(), expected);

        assertEquals(expected, result.getName());
    }
```

Now suppose we want to create new objects with different values from existing objects.

We need to add `toBuilder=true` to our `@Builder` annotation and introduce the interface `WithBuilder<T extends WithBuilder<T,B>,B extends WithBuild<T>>`
that has a `B toBuilder()` method.

We also add a new field `type` as B `toBuilder()` on a single valued type is not very valuable. 

It is important to note that aside from implementing the `WithBuilder` interface we do not have to modify the class:

``` java
    public interface WithBuild<T> {

        T build();
    }

    public interface WithBuilder<T extends WithBuilder<T, B>, B extends WithBuild<T>> {

        B toBuilder();
    }

    public static interface WithType {

        String getType();

        public static interface WithTypeSetter<B extends WithType.WithTypeSetter<? super B>> {

            B type(String name);
        }
    }

    public static interface WithName {

        String getName();

        public static interface WithNameSetter<B extends WithName.WithNameSetter<? super B>> {

            B name(String name);
        }
    }

    @Value
    @Builder(toBuilder = true)
    public static class MyClass implements WithName, WithType, WithBuilder<MyClass, MyClass.MyClassBuilder> {

        final private String name;

        final private String type;

        public static class MyClassBuilder implements WithBuild<MyClass>,
                WithName.WithNameSetter<MyClass.MyClassBuilder>, WithType.WithTypeSetter<MyClass.MyClassBuilder> {}
    }

    public static final <B extends WithName.WithNameSetter<B> & WithType.WithTypeSetter<B> & WithBuild<T>, T extends WithBuilder<T, B>> T changeName(
            T row, final String newName) {

        return row.toBuilder()
            .name(newName)
            .build();
    }

    @Test
    public void testChangeName() {

        final String initialName = ""Alice"";

        final String initialType = ""A"";

        MyClass initial = MyClass.builder()
            .name(initialName)
            .type(initialType)
            .build();

        final String expectedName = ""Bob"";

        final MyClass result = changeName(initial, expectedName);

        assertEquals(expectedName, result.getName());

        assertEquals(initialType, result.getType());
    }
```

Now suppose we want to change a subset of fields in some cases and change them all in other cases?

In that case we need both a `B toBuilder()` and `B newBuilder()` method on the `WithBuilder` interface.

However since `B builder()` is static and not an instance method it is not visible generically and thus 
we are required to implement a `B newBuilder()` instance method on every object that implements WithBuilder.

Automatically adding a `B newBuilder()` instance method would eliminate the need for this boilerplate:

```
    public interface WithBuild<T> {

        T build();
    }

    public interface WithBuilder<T extends WithBuilder<T, B>, B extends WithBuild<T>> {

        B toBuilder();

        B newBuilder();
    }

    public static interface WithType {

        String getType();

        public static interface WithTypeSetter<B extends WithType.WithTypeSetter<? super B>> {

            B type(String name);
        }
    }

    public static interface WithName {

        String getName();

        public static interface WithNameSetter<B extends WithName.WithNameSetter<? super B>> {

            B name(String name);
        }
    }

    @Value
    @Builder(toBuilder = true)
    public static class MyClass implements WithName, WithType, WithBuilder<MyClass, MyClass.MyClassBuilder> {

        final private String name;

        final private String type;

        // This should be handled by @Builder(toBuilder = true, newBuilder = true)
        @Override
        public MyClassBuilder newBuilder() {

            return MyClass.builder();
        }

        public static class MyClassBuilder implements WithBuild<MyClass>,
                WithName.WithNameSetter<MyClass.MyClassBuilder>, WithType.WithTypeSetter<MyClass.MyClassBuilder> {}

    }

    public static final <B extends WithName.WithNameSetter<B> & WithType.WithTypeSetter<B> & WithBuild<T>, T extends WithBuilder<T, B> & WithName & WithType> T changeFieldsConditionally(
            T row, final String newName) {

        if (""C"".equals(row.getType())) {

            return row.newBuilder()
                .name(row.getName()
                    .toUpperCase())
                .type(""A"")
                .build();
        }

        return row.toBuilder()
            .name(newName)
            .build();
    }

    @Test
    public void testChangeFieldsConditionally() {

        final String initialAliceName = ""Alice"";

        final String initialAliceType = ""C"";

        MyClass initialAlice = MyClass.builder()
            .name(initialAliceName)
            .type(initialAliceType)
            .build();

        final String expectedAliceName = ""ALICE"";

        final String expectedAliceType = ""A"";

        final String expectedName = ""Bruce"";

        final MyClass aliceResult = changeFieldsConditionally(initialAlice, expectedName);
        assertEquals(expectedAliceName, aliceResult.getName());
        assertEquals(expectedAliceType, aliceResult.getType());

        final String initialBobName = ""Bob"";

        final String initialBobType = ""B"";
        final String expectedBobType = initialBobType;

        MyClass initialBob = MyClass.builder()
            .name(initialBobName)
            .type(initialBobType)
            .build();

        final MyClass bobResult = changeFieldsConditionally(initialBob, expectedName);

        assertEquals(expectedName, bobResult.getName());
        assertEquals(expectedBobType, bobResult.getType());
    }

```
",jmax01,789402
115014198,@Cache,955,2049,rzwitserloot/lombok,['wontfix'],closed,5,2015-11-04T09:49:43Z,2015-11-23T02:18:01Z,2015-11-23T02:17:55Z,"I think it would be nice to use lombok for method caching.

@Cache
private String fetchBlacklist() {
      return blacklist; (content is static)
}

Lombok should wrap the method and execute it only once and save the return value in a private variable or so.
If the method is called again, the cached value should be returned instead of executing the method again and again.
",punkratz312,8830888
113014421,support for generating tuples,952,2049,rzwitserloot/lombok,['wontfix'],closed,1,2015-10-23T13:01:20Z,2015-11-23T02:16:12Z,2015-11-23T02:16:05Z,"I've started a lombokian prototype to generate tuples.  In skeleton I'm thinking of an annotation processor which would function along the lines of below (please excuse the Polish naming--I shared the code with a Pole).  Is there existing work along these lines I can reuse instead?  Contrawise, would this be usefully submitted as a pull request when complete?

``` java
import java.lang.annotation.Retention;
import java.lang.annotation.Target;

import static java.lang.System.out;
import static java.lang.annotation.ElementType.TYPE;
import static java.lang.annotation.RetentionPolicy.RUNTIME;

@Target(TYPE)
@Retention(RUNTIME) // SOURCE when using anno processor
public @interface Krotka {
    String name();

    String pakiet();

    Składnik[] fields();

    @Retention(RUNTIME)
    @interface Składnik {
        String name();

        Class<?> type();
    }

    @Krotka(name = ""CartesianPoint"",
            pakiet = ""hm.binkley.scratch"",
            fields = {@Składnik(name = ""x"", type = int.class),
                    @Składnik(name = ""y"", type = int.class)})
    final class Main {
        public static void main(final String... args) {
            final Krotka krotka = Main.class.getAnnotation(Krotka.class);
            out.printf(""package %s;%n"", krotka.pakiet());
            out.printf(""@lombok.RequiredArgsConstructor(staticName = \""of\"")%n"");
            out.printf(""@lombok.EqualsAndHashCode%n"");
            out.printf(""public final class %s {%n"", krotka.name());
            for (final Składnik składnik : krotka.fields())
                out.printf(""    public final %s %s;%n"",
                        składnik.type().getName(), składnik.name());
            out.printf(""}%n"");
        }
    }
}
```
",binkley,186421
106504385,Serial version UID,923,2049,rzwitserloot/lombok,['wontfix'],closed,1,2015-09-15T08:07:43Z,2015-09-22T19:41:50Z,2015-09-22T19:41:50Z,"It would be nice to have an annotation to automatically create a field like

``` java
    private static final long serialVersionUID = 8310165171840482032L;
```

for all classes which `implements java.io.Serializable`
",gualtierotesta,4703656
95054290,@Nonnull causes errors in Findbugs,871,2049,rzwitserloot/lombok,['wontfix'],closed,8,2015-07-14T22:12:46Z,2015-07-20T20:30:57Z,2015-07-20T20:30:57Z,"_Migrated from Google Code (issue 836)_
",lombokissues,12177718
95053651,Lombok Builder not generating safe code for mutable (like java.util.Date) type class fields,822,2049,rzwitserloot/lombok,['wontfix'],closed,3,2015-07-14T22:09:02Z,2015-09-24T12:01:29Z,2015-09-24T12:01:29Z,"_Migrated from Google Code (issue 787)_
",lombokissues,12177718
95053622,@Singular breaks ability to set null to a list,819,2049,rzwitserloot/lombok,['wontfix'],closed,7,2015-07-14T22:08:55Z,2019-08-27T23:31:20Z,2015-07-14T22:10:45Z,"_Migrated from Google Code (issue 784)_
",lombokissues,12177718
95053276,@Data add toString with + concatenation (use StringBuilder instead +),817,2049,rzwitserloot/lombok,['wontfix'],closed,3,2015-07-14T22:07:15Z,2015-07-14T22:07:27Z,2015-07-14T22:07:21Z,"_Migrated from Google Code (issue 782)_
",lombokissues,12177718
95052662,Provide option for @Value classes to remain non-final,809,2049,rzwitserloot/lombok,['wontfix'],closed,6,2015-07-14T22:04:09Z,2015-07-14T22:04:30Z,2015-07-14T22:04:17Z,"_Migrated from Google Code (issue 774)_
",lombokissues,12177718
95052660,"When using a var that starts with a single lowercase name, the created getters/setters do not match what JSTL EL expecs",808,2049,rzwitserloot/lombok,['wontfix'],closed,4,2015-07-14T22:04:08Z,2015-07-14T22:05:56Z,2015-07-14T22:05:51Z,"_Migrated from Google Code (issue 773)_
",lombokissues,12177718
95052631,Be aware of the Cyclic Dependency Issue when using Lombok,806,2049,rzwitserloot/lombok,['wontfix'],closed,9,2015-07-14T22:04:02Z,2015-07-14T22:05:02Z,2015-07-14T22:04:29Z,"_Migrated from Google Code (issue 771)_
",lombokissues,12177718
95052488,"@lombok.Value ignores @NonFinal with part ""@RequiredArgsConstructor""",804,2049,rzwitserloot/lombok,['wontfix'],closed,4,2015-07-14T22:02:57Z,2015-07-14T22:05:02Z,2015-07-14T22:04:56Z,"_Migrated from Google Code (issue 769)_
",lombokissues,12177718
95052485,Chained use of statically imported XArgsConstructor using staticName crashes JavaC,803,2049,rzwitserloot/lombok,['wontfix'],closed,4,2015-07-14T22:02:56Z,2015-07-14T22:04:06Z,2015-07-14T22:04:00Z,"_Migrated from Google Code (issue 768)_
",lombokissues,12177718
95052452,@Slf4j should generate LOG instead of log as it generates a constant,802,2049,rzwitserloot/lombok,['wontfix'],closed,3,2015-07-14T22:02:43Z,2015-07-14T22:02:56Z,2015-07-14T22:02:50Z,"_Migrated from Google Code (issue 767)_
",lombokissues,12177718
95052318,Lombok runtime,801,2049,rzwitserloot/lombok,['wontfix'],closed,6,2015-07-14T22:01:38Z,2015-07-14T22:02:10Z,2015-07-14T22:02:05Z,"_Migrated from Google Code (issue 766)_
",lombokissues,12177718
95052269,Builder annotation disappears at runtime,800,2049,rzwitserloot/lombok,['wontfix'],closed,4,2015-07-14T22:01:22Z,2015-07-14T22:03:00Z,2015-07-14T22:01:56Z,"_Migrated from Google Code (issue 765)_
",lombokissues,12177718
95052267,SneakyThrows on class,799,2049,rzwitserloot/lombok,['wontfix'],closed,5,2015-07-14T22:01:22Z,2015-12-18T17:42:07Z,2015-12-18T17:42:07Z,"_Migrated from Google Code (issue 764)_
",lombokissues,12177718
95051894,lombok.config needs to be in the folder structure instead of classpath or environment property,791,2049,rzwitserloot/lombok,['wontfix'],closed,11,2015-07-14T21:59:19Z,2015-07-14T22:08:27Z,2015-07-14T22:08:21Z,"_Migrated from Google Code (issue 756)_
",lombokissues,12177718
95051818,Eclipse Luna with lombok 0.10.8,785,2049,rzwitserloot/lombok,['wontfix'],closed,3,2015-07-14T21:59:01Z,2015-07-14T22:00:42Z,2015-07-14T22:00:37Z,"_Migrated from Google Code (issue 750)_
",lombokissues,12177718
95051682,@Data for Arrays should be improved,781,2049,rzwitserloot/lombok,['wontfix'],closed,4,2015-07-14T21:58:24Z,2015-07-14T21:58:37Z,2015-07-14T21:58:31Z,"_Migrated from Google Code (issue 746)_
",lombokissues,12177718
95051670,Generated methods can override super's methods,779,2049,rzwitserloot/lombok,['wontfix'],closed,3,2015-07-14T21:58:22Z,2015-07-14T22:00:54Z,2015-07-14T22:00:48Z,"_Migrated from Google Code (issue 744)_
",lombokissues,12177718
95051245,Debugging getters/setters of @Data class always jumps to annotation,761,2049,rzwitserloot/lombok,['wontfix'],closed,3,2015-07-14T21:55:58Z,2015-07-14T22:03:54Z,2015-07-14T22:03:48Z,"_Migrated from Google Code (issue 726)_
",lombokissues,12177718
95051159,Static import of XxxArgsConstructor generated static factory method won't compile under JDK7,756,2049,rzwitserloot/lombok,['wontfix'],closed,5,2015-07-14T21:55:25Z,2015-07-14T22:03:42Z,2015-07-14T22:03:37Z,"_Migrated from Google Code (issue 721)_
",lombokissues,12177718
95051104,Delombok a single annotation,746,2049,rzwitserloot/lombok,['wontfix'],closed,10,2015-07-14T21:55:09Z,2022-06-02T07:30:57Z,2015-07-14T22:08:33Z,"_Migrated from Google Code (issue 711)_
",lombokissues,12177718
95051082,Improve performance in singular field hashCode,744,2049,rzwitserloot/lombok,['wontfix'],closed,8,2015-07-14T21:55:03Z,2015-07-14T22:06:27Z,2015-07-14T22:06:22Z,"_Migrated from Google Code (issue 709)_
",lombokissues,12177718
95051070,Allow non-static @Getter to be generated for static member,741,2049,rzwitserloot/lombok,['wontfix'],closed,3,2015-07-14T21:54:57Z,2015-07-14T22:06:43Z,2015-07-14T22:06:37Z,"_Migrated from Google Code (issue 706)_
",lombokissues,12177718
95050483,@EqualsAndHashcode for implementation for parametrized fields must be able to detect if generic parameters are arrays and use deepEquals for them.,720,2049,rzwitserloot/lombok,['wontfix'],closed,12,2015-07-14T21:50:58Z,2015-07-14T21:52:00Z,2015-07-14T21:51:55Z,"_Migrated from Google Code (issue 685)_
",lombokissues,12177718
95050039,Shortcut for @Getter + @Setter = @Property,714,2049,rzwitserloot/lombok,['wontfix'],closed,4,2015-07-14T21:48:42Z,2015-07-14T21:49:21Z,2015-07-14T21:48:50Z,"_Migrated from Google Code (issue 679)_
",lombokissues,12177718
95049896,@Builder should require invoking methods associated with final fields,707,2049,rzwitserloot/lombok,['wontfix'],closed,12,2015-07-14T21:48:12Z,2022-06-30T06:37:06Z,2015-07-14T21:50:30Z,"_Migrated from Google Code (issue 672)_
",lombokissues,12177718
95049248,Feature Request: allow lazy getters to inherit exceptions,688,2049,rzwitserloot/lombok,"['enhancement', 'wontfix']",closed,4,2015-07-14T21:45:22Z,2015-07-14T21:45:57Z,2015-07-14T21:45:50Z,"_Migrated from Google Code (issue 653)_
",lombokissues,12177718
95048947,Add @NoArgsConstructor to @Data,684,2049,rzwitserloot/lombok,['wontfix'],closed,3,2015-07-14T21:44:07Z,2015-07-14T21:44:19Z,2015-07-14T21:44:13Z,"_Migrated from Google Code (issue 649)_
",lombokissues,12177718
95047041,Builder should keep the field initialization,663,2049,rzwitserloot/lombok,['wontfix'],closed,5,2015-07-14T21:32:41Z,2016-08-22T03:05:18Z,2015-07-14T21:32:47Z,"_Migrated from Google Code (issue 628)_
",lombokissues,12177718
95046706,Add an annotation making arguments final,656,2049,rzwitserloot/lombok,"['enhancement', 'wontfix']",closed,7,2015-07-14T21:31:29Z,2017-02-04T14:51:44Z,2015-07-14T21:31:45Z,"_Migrated from Google Code (issue 621)_
",lombokissues,12177718
95046687,Annotate Annotations to combine behaviors,655,2049,rzwitserloot/lombok,"['enhancement', 'wontfix']",closed,4,2015-07-14T21:31:24Z,2015-11-02T14:24:20Z,2015-07-14T21:31:53Z,"_Migrated from Google Code (issue 620)_
",lombokissues,12177718
95046684,Mixed Java - Scala support,654,2049,rzwitserloot/lombok,"['enhancement', 'wontfix']",closed,4,2015-07-14T21:31:24Z,2016-08-11T12:46:06Z,2015-07-14T21:32:13Z,"_Migrated from Google Code (issue 619)_
",lombokissues,12177718
95046681,@NotNull and similar attributes in JSR 308,653,2049,rzwitserloot/lombok,"['enhancement', 'wontfix']",closed,5,2015-07-14T21:31:23Z,2015-07-14T21:32:33Z,2015-07-14T21:32:26Z,"_Migrated from Google Code (issue 618)_
",lombokissues,12177718
95046416,JDK-6889255 when compiling test classes with lombok on classpath,651,2049,rzwitserloot/lombok,['wontfix'],closed,8,2015-07-14T21:30:17Z,2015-07-14T21:46:10Z,2015-07-14T21:45:19Z,"_Migrated from Google Code (issue 616)_
",lombokissues,12177718
95045684,eclipse plugin does not work on eclipse kepler in OSX,641,2049,rzwitserloot/lombok,['wontfix'],closed,9,2015-07-14T21:27:07Z,2015-07-14T21:47:50Z,2015-07-14T21:29:01Z,"_Migrated from Google Code (issue 606)_
",lombokissues,12177718
95045573,Made @Builder work like @Wither,635,2049,rzwitserloot/lombok,['wontfix'],closed,10,2015-07-14T21:26:25Z,2015-07-14T22:10:25Z,2015-07-14T21:34:50Z,"_Migrated from Google Code (issue 600)_
",lombokissues,12177718
95045570,Could we get a var to go with val please?,634,2049,rzwitserloot/lombok,['wontfix'],closed,8,2015-07-14T21:26:24Z,2016-01-27T19:06:13Z,2015-07-14T21:34:56Z,"_Migrated from Google Code (issue 599)_
",lombokissues,12177718
95045401,@Delegate should have include fields option similar to excludes,630,2049,rzwitserloot/lombok,['wontfix'],closed,7,2015-07-14T21:25:40Z,2015-07-14T21:47:43Z,2015-07-14T21:47:38Z,"_Migrated from Google Code (issue 595)_
",lombokissues,12177718
95045342,Array are stored directly,629,2049,rzwitserloot/lombok,"['enhancement', 'wontfix']",closed,7,2015-07-14T21:25:24Z,2015-07-14T21:38:12Z,2015-07-14T21:35:56Z,"_Migrated from Google Code (issue 594)_
",lombokissues,12177718
95045250,@Wither does not support wither methods overload,627,2049,rzwitserloot/lombok,['wontfix'],closed,7,2015-07-14T21:25:04Z,2015-07-14T21:54:54Z,2015-07-14T21:27:05Z,"_Migrated from Google Code (issue 592)_
",lombokissues,12177718
95044496,Equals Method enhancement,615,2049,rzwitserloot/lombok,['wontfix'],closed,6,2015-07-14T21:22:01Z,2015-07-14T21:26:59Z,2015-07-14T21:23:00Z,"_Migrated from Google Code (issue 580)_
",lombokissues,12177718
95044493,syncWith and clone methods generation,614,2049,rzwitserloot/lombok,"['enhancement', 'wontfix']",closed,4,2015-07-14T21:22:00Z,2015-07-14T21:35:50Z,2015-07-14T21:35:44Z,"_Migrated from Google Code (issue 579)_
",lombokissues,12177718
95044413,Eclipse can't see generated code in Scala classes,613,2049,rzwitserloot/lombok,['wontfix'],closed,3,2015-07-14T21:21:38Z,2015-07-14T21:24:45Z,2015-07-14T21:24:40Z,"_Migrated from Google Code (issue 578)_
",lombokissues,12177718
95044165,Log4j2 Annotation must must support getFormatterLogger method in addition to getLogger method,604,2049,rzwitserloot/lombok,['wontfix'],closed,11,2015-07-14T21:20:49Z,2015-07-14T21:35:26Z,2015-07-14T21:35:20Z,"_Migrated from Google Code (issue 569)_
",lombokissues,12177718
95044100,Debug Version of Delombok,598,2049,rzwitserloot/lombok,['wontfix'],closed,3,2015-07-14T21:20:37Z,2015-07-14T21:23:11Z,2015-07-14T21:23:06Z,"_Migrated from Google Code (issue 563)_
",lombokissues,12177718
95044041,Case Insensitive ness comparison support for few of the string fields ,597,2049,rzwitserloot/lombok,"['enhancement', 'wontfix']",closed,4,2015-07-14T21:20:24Z,2015-07-14T21:35:14Z,2015-07-14T21:35:07Z,"_Migrated from Google Code (issue 562)_
",lombokissues,12177718
95044012,Boiler Place Annotations to be removed,595,2049,rzwitserloot/lombok,"['enhancement', 'wontfix']",closed,4,2015-07-14T21:20:19Z,2015-07-14T21:36:44Z,2015-07-14T21:36:39Z,"_Migrated from Google Code (issue 560)_
",lombokissues,12177718
95043513,"Having a variable named ""org"" will make @Log unusable",590,2049,rzwitserloot/lombok,['wontfix'],closed,5,2015-07-14T21:18:37Z,2015-07-14T21:18:50Z,2015-07-14T21:18:44Z,"_Migrated from Google Code (issue 555)_
",lombokissues,12177718
