id,title,number,repoId,repoName,labels,state,comments,createdAt,updatedAt,closedAt,body,user,userId
950530582,backport from master of disabling HaManager (https://github.com/eclipse-vertx/vert.x/pull/4014),4030,49010,eclipse-vertx/vert.x,['wontfix'],closed,1,2021-07-22T10:49:08Z,2021-07-22T13:34:17Z,2021-07-22T13:34:17Z,"Motivation:

backport https://github.com/eclipse-vertx/vert.x/pull/4014 to 4.1 in case there will be a 4.1.3
@tsegismont 

Conformance:

Your commits should be signed and you should have signed the Eclipse Contributor Agreement as explained in https://github.com/eclipse/vert.x/blob/master/CONTRIBUTING.md
Please also make sure you adhere to the code style guidelines: https://github.com/vert-x3/wiki/wiki/Vert.x-code-style-guidelines
",DemonicTutor,18700075
897682303,Resolve #3941,3942,49010,eclipse-vertx/vert.x,['wontfix'],closed,15,2021-05-21T05:10:02Z,2021-06-23T13:25:02Z,2021-06-23T13:24:51Z,"Resolve #3941 

Conformance:

Your commits should be signed and you should have signed the Eclipse Contributor Agreement as explained in https://github.com/eclipse/vert.x/blob/master/CONTRIBUTING.md
Please also make sure you adhere to the code style guidelines: https://github.com/vert-x3/wiki/wiki/Vert.x-code-style-guidelines
",zero88,10863525
867662431,Local codecs,3903,49010,eclipse-vertx/vert.x,['wontfix'],closed,2,2021-04-26T12:43:47Z,2022-05-09T07:14:37Z,2022-05-06T16:08:23Z,"Fix #3378

This PR adds the concept of local codecs, which is a way to simplify sending copyable and immutable data through the local event bus.",slinkydeveloper,6706544
743863566,Minor update of Serializer for readability,3641,49010,eclipse-vertx/vert.x,['wontfix'],closed,2,2020-11-16T14:06:15Z,2021-10-21T07:13:08Z,2021-10-21T07:12:27Z,"When a task is complete, we need to:

- complete the original promise (provided by the event bus class)
- make sure task processing continues by polling the queue and checking pending tasks

Instead of implementing this behavior in a single method (SerializerQueue#add), we can separate the concerns in other methods for clarity.",tsegismont,1500598
562257182,Implementation of a generic message codec.,3280,49010,eclipse-vertx/vert.x,['wontfix'],closed,6,2020-02-09T23:19:15Z,2022-05-06T16:13:27Z,2022-05-06T16:13:26Z,"Signed-off-by: Rodrigo Salado Anaya <rodrigo.salado.anaya@gmail.com>

Motivation:

Provide a generic way to serialize POJOs without the need to implement your own.

Support must be enabled to use the generic codec.
E.g.
```java
EventBus eventBus = vertx.eventBus().enableGenericCodec();
POJO ping = new POJO(""Ping..."");

eventBus.<POJO>consumer(ADDRESS, message -> {
  POJO pong = new POJO(""Pong..."");
  message.reply(pong);
});

eventBus.<POJO>request(ADDRESS, ping, reply -> {
  POJO pong = reply.result().body();
});
```

See also #3279 
",rodrigoSaladoAnaya,956624
325080557,Add VertxOption to specify worker pool queue capacity,2469,49010,eclipse-vertx/vert.x,['wontfix'],closed,19,2018-05-21T22:31:30Z,2018-09-14T20:49:38Z,2018-05-30T16:08:01Z,"Add the ability to set the maximum capacity for the worker pool queue at
which point trying to enqueue additional tasks when its full will result
in a RejectedExecutionException

Previously the capacity of the queue was Integer.MAX_VALUE (unbounded)
which can result in a death-spiral for systems (i.e. http services) that
are processing more requests than they can handle.

For instance, as work tasks begin to queue for the workerPool, clients
that have yet to be serviced start retrying their operations. The queue
then continues to grow with clients continuing to retry their operation.
Death spiral.

Fixes #2465 

Signed-off-by: Farid Zakaria <farid.m.zakaria@gmail.com>",fzakaria,605070
287456958,Add a close method to AsyncMultiMap,2270,49010,eclipse-vertx/vert.x,['wontfix'],closed,11,2018-01-10T14:42:01Z,2018-09-28T07:56:07Z,2018-09-28T07:52:07Z,"This allows cluster managers to free resources they use to maintain the state.

Needed for vert-x3/issues#316",tsegismont,1500598
125789217,Added possibility to register custom jackson modules in Json utility class,1274,49010,eclipse-vertx/vert.x,['wontfix'],closed,6,2016-01-09T23:56:45Z,2018-09-14T20:48:33Z,2018-04-16T08:44:46Z,"Adds the registerModule method to the Json class, so decoding/encoding can be extended with custom serializers/deserializers.
",pjozsef,9980358
2032888018,Fixes #13312:  Delegate onConfigurationChanged to the ViewModel,13313,88718,signalapp/signal-android,['wontfix'],closed,2,2023-12-08T15:42:11Z,2024-02-16T08:57:44Z,2024-02-16T08:57:44Z,"### Contributor checklist
- [x] I am following the [Code Style Guidelines](https://github.com/signalapp/Signal-Android/wiki/Code-Style-Guidelines)
- [x] I have tested my contribution on these devices:
 * Redmi Note 10 Pro, Android 13, MUI 14
- [x] My contribution is fully baked and ready to be merged as is
- [x] I ensure that all the open issues my contribution fixes are mentioned in the commit message of my first commit using the `Fixes #1234` [syntax](https://help.github.com/articles/closing-issues-via-commit-messages/)

----------
### Issue
Fixes: https://github.com/signalapp/Signal-Android/issues/13312

### Description
In the beginning, I thought the problem had to do with the layout, but it turns out it's more about threads.

To make the layout hierarchy better, I tried taking out `LinearLayout` from `onboarding_megaphone.xml`. Unfortunately, this change didn't fix the issue.

After digging deeper, I found that the `onConfigurationChanged` method inside `ConversationListFragment` was incorrectly calling `onMegaphoneChanged` directly. It should go through `lifecycleDisposable`.

I tried to emit the current `megaphone` object using the following approach, but it didn't work because of the use of `distinctUntilChanged`():
```
fun onConfigurationChanged() {
    store.update { it.copy(megaphone = megaphone) }
}
```

Instead, I fetched the next `megaphone` object from the `repository` and updated the state.
```
fun onConfigurationChanged() {
    megaphoneRepository.getNextMegaphone { next ->
        store.update { it.copy(megaphone = next ?: Megaphone.NONE) }
    }
}
```

Final solution: 
Moved `onConfigurationChanged` handling from `ConversationListFragment` to the `ViewModel`, ensuring consistency in UI updates via `lifecycleDisposable` and maintaining the guarantee of UI observations on the main thread.

### Videos
https://github.com/signalapp/Signal-Android/assets/7049715/456bf33d-e18a-4477-91dc-b47ef72f3dd4

### Tested
| **Device** | **Android Version** | **Signal Version** |
|----------|----------|----------|
| Redmi Note 10 Pro | <img width=""330"" alt=""Screenshot 2023-12-08 at 15 44 34"" src=""https://github.com/signalapp/Signal-Android/assets/7049715/03489f64-e196-48e0-b783-3ef48ce0fe71"">   |  6.42.0 |

",dautovicharis,7049715
2022016770,Fix incorrect badge description when donation is made by a friend,13301,88718,signalapp/signal-android,['wontfix'],closed,2,2023-12-02T12:11:21Z,2024-02-10T16:58:12Z,2024-02-10T16:58:11Z,"### First time contributor checklist
- [x] I have read [how to contribute](https://github.com/signalapp/Signal-Android/blob/master/CONTRIBUTING.md) to this project
- [x] I have signed the [Contributor License Agreement](https://whispersystems.org/cla/)

### Contributor checklist
- [x] I am following the [Code Style Guidelines](https://github.com/signalapp/Signal-Android/wiki/Code-Style-Guidelines)
- [x] My contribution is fully baked and ready to be merged as is
- [x] I ensure that all the open issues my contribution fixes are mentioned in the commit message of my first commit using the `Fixes #1234` [syntax](https://help.github.com/articles/closing-issues-via-commit-messages/)

----------

### Description
The badge description for a user when a payment is made by a friend to Signal on their behalf was incorrect. Added an 'if-else' check to the message. If the badge is a gift, the badge description should indicate the same.
",VaishnaviSrivastavaCodes,72790971
1938718602,Use timestamp of last fetch instead of counting them,13218,88718,signalapp/signal-android,"['wontfix', 'acknowledged']",closed,5,2023-10-11T20:55:11Z,2024-01-09T13:14:48Z,2024-01-09T13:14:47Z,"<!-- You can remove this first section if you have contributed before -->
### First time contributor checklist
<!-- replace the empty checkboxes [ ] below with checked ones [x] accordingly -->
- [x] I have read [how to contribute](https://github.com/signalapp/Signal-Android/blob/master/CONTRIBUTING.md) to this project
- [x] I have signed the [Contributor License Agreement](https://whispersystems.org/cla/)

### Contributor checklist
<!-- replace the empty checkboxes [ ] below with checked ones [x] accordingly -->
- [x] I am following the [Code Style Guidelines](https://github.com/signalapp/Signal-Android/wiki/Code-Style-Guidelines)
- [x] I have tested my contribution on these devices:
 * Device Pixel 6A, Android 14 (GOS)
- [x] My contribution is fully baked and ready to be merged as is
- [ ] I ensure that all the open issues my contribution fixes are mentioned in the commit message of my first commit using the `Fixes #1234` [syntax](https://help.github.com/articles/closing-issues-via-commit-messages/)

----------

### Description
<!--
Describe briefly what your pull request proposes to fix. Especially if you have more than one commit, it is helpful to give a summary of what your contribution as a whole is trying to solve.
Also, please describe shortly how you tested that your fix actually works.
-->

Before, `activeCount` was used to know whether a new fetch was enqueued while the messages were being retrieved. But if somehow, a first fetch is being idle or the count is not correctly decreased, the service is not properly stopped. Previous fetches should be ignored when one succeed.

Previous behavior (activeCount) may result in :
- the ""Checking for messages..."" notification lasts for a long time (maybe part of #12904)
- Increased battery drain (useless foreground service)

This is part of the log I've seen when the foreground service's notification was lasting

```
Incrementing active count to 1
No more active. Stopping.
Incrementing active count to 1
No more active. Stopping.
Incrementing active count to 1
Incrementing active count to 2
Incrementing active count to 2
Incrementing active count to 2
Incrementing active count to 2
Incrementing active count to 2
```",p1gp1g,31284753
1936355193,[maintenance] eventbus,13217,88718,signalapp/signal-android,['wontfix'],closed,7,2023-10-10T22:12:56Z,2024-01-09T12:14:48Z,2024-01-09T12:14:47Z,"### First time contributor checklist
- [x] I have read [how to contribute](https://github.com/signalapp/Signal-Android/blob/master/CONTRIBUTING.md) to this project
- [x] I have signed the [Contributor License Agreement](https://whispersystems.org/cla/)

### Contributor checklist
- [x] I am following the [Code Style Guidelines](https://github.com/signalapp/Signal-Android/wiki/Code-Style-Guidelines)
- [x] I have tested my contribution on these devices:
 * Pixel 3a, API 33
- [x] My contribution is fully baked and ready to be merged as is
- [x] I ensure that all the open issues my contribution fixes are mentioned in the commit message of my first commit using the `Fixes #1234` [syntax](https://help.github.com/articles/closing-issues-via-commit-messages/)

----------

### Description
Eventbus renovation:
- bump,
- logging exceptions only in debug,
- eventBusIndex generated from kapt.

It will add new fixes to this lib. Also it will use generated indexes instead of using reflection. In places with private access or in anonymous classes it will work in old way. Documentation for this feature [here](https://greenrobot.org/eventbus/documentation/subscriber-index/), if you want to check it out.
",GrzegorzBobryk,38888282
1850093419,Fixes #13101: Don't crash if new table already exists during migration.,13112,88718,signalapp/signal-android,['wontfix'],closed,2,2023-08-14T16:04:56Z,2023-10-16T14:28:38Z,2023-10-16T14:27:13Z,"
- [x] I have read [how to contribute](https://github.com/signalapp/Signal-Android/blob/master/CONTRIBUTING.md) to this project
- [x] I have signed the [Contributor License Agreement](https://whispersystems.org/cla/)

### Contributor checklist
- [x] I am following the [Code Style Guidelines](https://github.com/signalapp/Signal-Android/wiki/Code-Style-Guidelines)
- [ ] I have tested my contribution on these devices:
- [ ] My contribution is fully baked and ready to be merged as is
- [x] I ensure that all the open issues my contribution fixes are mentioned in the commit message of my first commit using the `Fixes #1234` [syntax](https://help.github.com/articles/closing-issues-via-commit-messages/)

----------

### Description
This is intended as a fix for #13101, however I have been unable to test this change due to bandwidth and network-related difficulties in my country.",erjoalgo,5349288
1830133895,Fixes #13031: Use username in note to self details screen,13087,88718,signalapp/signal-android,['wontfix'],closed,2,2023-07-31T22:20:08Z,2023-10-07T02:48:27Z,2023-10-07T02:48:27Z,"
<!-- You can remove this first section if you have contributed before -->
### First time contributor checklist
<!-- replace the empty checkboxes [ ] below with checked ones [x] accordingly -->
- [x] I have read [how to contribute](https://github.com/signalapp/Signal-Android/blob/master/CONTRIBUTING.md) to this project
- [x] I have signed the [Contributor License Agreement](https://whispersystems.org/cla/)

### Contributor checklist
<!-- replace the empty checkboxes [ ] below with checked ones [x] accordingly -->
- [x] I am following the [Code Style Guidelines](https://github.com/signalapp/Signal-Android/wiki/Code-Style-Guidelines)
- [x] I have tested my contribution on these devices:
 * Samsung Galaxy S22 Ultra, Android 13
 * Virtual device Google Pixel 3a, Android 14
- [x] My contribution is fully baked and ready to be merged as is
- [x] I ensure that all the open issues my contribution fixes are mentioned in the commit message of my first commit using the `Fixes #1234` [syntax](https://help.github.com/articles/closing-issues-via-commit-messages/)

----------

### Description
<!--
Describe briefly what your pull request proposes to fix. Especially if you have more than one commit, it is helpful to give a summary of what your contribution as a whole is trying to solve.
Also, please describe shortly how you tested that your fix actually works.
-->
Fixes #13031: Use username in note to self details screen](https://github.com/signalapp/Signal-Android/commit/c4e890818fbfa3f5f8a43025fdc71916919b1899). `Note to Self` is not a person, so it doesn't really make sense in the context of `Read By`. Validated that the `Note to Self` name in the conversation view stays the same.

Screenshots of a working solution:
![image](https://github.com/signalapp/Signal-Android/assets/14223964/49ece8a5-2f35-4f0d-87d9-5df08c5e3421)

Name is unchanged on full conversation view and on conversation list view (below)
![image](https://github.com/signalapp/Signal-Android/assets/14223964/ab7a6c12-d91c-4a63-9032-a61b0aad0655)
![image](https://github.com/signalapp/Signal-Android/assets/14223964/2e9d401f-95c1-4f80-8374-6a65cc0438f8)

",keyurved,14223964
1816825788,Fixed an issue where spoiler emoji does not get displayed in conversation list(Empty). (Fixes signalapp#13054),13077,88718,signalapp/signal-android,['wontfix'],closed,2,2023-07-22T16:42:35Z,2023-09-29T00:03:15Z,2023-09-29T00:03:15Z,"<!-- You can remove this first section if you have contributed before -->
### First time contributor checklist
<!-- replace the empty checkboxes [ ] below with checked ones [x] accordingly -->
- [x] I have read [how to contribute](https://github.com/signalapp/Signal-Android/blob/master/CONTRIBUTING.md) to this project
- [x] I have signed the [Contributor License Agreement](https://whispersystems.org/cla/)

### Contributor checklist
<!-- replace the empty checkboxes [ ] below with checked ones [x] accordingly -->
- [x] I am following the [Code Style Guidelines](https://github.com/signalapp/Signal-Android/wiki/Code-Style-Guidelines)
- [x] I have tested my contribution on these devices:
 * Micromax IN 2B, Android 12
 * Virtual Google Pixel 3a, Android 13
- [x] My contribution is fully baked and ready to be merged as is
- [x] I ensure that all the open issues my contribution fixes are mentioned in the commit message of my first commit using the `Fixes #1234` [syntax](https://help.github.com/articles/closing-issues-via-commit-messages/)

----------
Fixes #13054
### Description
<!--
Describe briefly what your pull request proposes to fix. Especially if you have more than one commit, it is helpful to give a summary of what your contribution as a whole is trying to solve.
Also, please describe shortly how you tested that your fix actually works.
-->
When an emoji only message is sent as spoiler in a conversation, because of transparent background and spoiler color being that of text(white) spoiler animation is invisible. To solve this we would have to check if background of bodyBubble background is transparent, if yes based on system theme set the text colors so that spoiler animation can be visible. Spoiler animation color will be that of the text color. PFA the illustration.  

https://github.com/signalapp/Signal-Android/assets/108622276/8e3e5ebd-b71b-4e34-befc-fbd7b83382b6

https://github.com/signalapp/Signal-Android/assets/108622276/785049e6-43a9-4108-b191-d9a05be1a8ac




",bhaskarraksahb,108622276
1808263837,Fixed an issue where spoiler text does not get displayed in story group chat(Empty text). (Fixes signalapp#13052),13065,88718,signalapp/signal-android,['wontfix'],closed,2,2023-07-17T17:43:12Z,2023-09-23T09:16:04Z,2023-09-23T09:16:04Z,"which when onclick will reveal the spoiler

<!-- You can remove this first section if you have contributed before -->
### First time contributor checklist
<!-- replace the empty checkboxes [ ] below with checked ones [x] accordingly -->
- [x] I have read [how to contribute](https://github.com/signalapp/Signal-Android/blob/master/CONTRIBUTING.md) to this project
- [x] I have signed the [Contributor License Agreement](https://whispersystems.org/cla/)

### Contributor checklist
<!-- replace the empty checkboxes [ ] below with checked ones [x] accordingly -->
- [x] I am following the [Code Style Guidelines](https://github.com/signalapp/Signal-Android/wiki/Code-Style-Guidelines)
- [x] I have tested my contribution on these devices:
1. Micromax IN 2B, Android 12
2. Virtual Google Pixel 3a, Android 13
- [x] My contribution is fully baked and ready to be merged as is
- [x] I ensure that all the open issues my contribution fixes are mentioned in the commit message of my first commit using the `Fixes #1234` [syntax](https://help.github.com/articles/closing-issues-via-commit-messages/)

----------

### Description
When text is entered in group stories chat with a spoiler, the content gets displayed as Empty because in EmojiTextView we are not allowing spoilers to be rendered. To solve that we need to add ""app:emoji_renderSpoilers=""true"". Now after displaying the spoiler, on click we need the text to be revealed. This needs to be done using SpoilerAnnotation.SpoilerClickableSpan class. We create a new clickablespan class which will override onclick method which will call spoiler.onclick which reveals the text. 
Find Attached video for reference 

see https://github.com/signalapp/Signal-Android/issues/13052 as an example

https://github.com/signalapp/Signal-Android/assets/108622276/4f0e0c66-6611-48a5-9360-a67ea57d7f26


",bhaskarraksahb,108622276
1794946419,Fixed an issue where the charset in the link preview of some pages was not identified correctly (Fixes signalapp#13050),13051,88718,signalapp/signal-android,['wontfix'],closed,3,2023-07-08T13:41:54Z,2023-09-11T13:22:29Z,2023-09-11T13:22:29Z,"<!-- You can remove this first section if you have contributed before -->
### First time contributor checklist
<!-- replace the empty checkboxes [ ] below with checked ones [x] accordingly -->
- [x] I have read [how to contribute](https://github.com/signalapp/Signal-Android/blob/master/CONTRIBUTING.md) to this project
- [x] I have signed the [Contributor License Agreement](https://whispersystems.org/cla/)

### Contributor checklist
<!-- replace the empty checkboxes [ ] below with checked ones [x] accordingly -->
- [x] I am following the [Code Style Guidelines](https://github.com/signalapp/Signal-Android/wiki/Code-Style-Guidelines)
- [x] I have tested my contribution on these devices:
 * Samsung Galaxy S22 Ultra, Android 13
 * Virtual Pixel 5, Android 11
 * Virtual Pixel 5, Android 12
 * Virtual Pixel 5, Android 13
- [x] My contribution is fully baked and ready to be merged as is
- [x] I ensure that all the open issues my contribution fixes are mentioned in the commit message of my first commit using the `Fixes #1234` [syntax](https://help.github.com/articles/closing-issues-via-commit-messages/)

----------
Fixes: #13050 

----------


### Description
<!--
Describe briefly what your pull request proposes to fix. Especially if you have more than one commit, it is helpful to give a summary of what your contribution as a whole is trying to solve.
Also, please describe shortly how you tested that your fix actually works.
-->

When entering a URL of certain pages into the message edit field, the link preview text would use an incorrect charset and become unreadable.

This occurs when the page has the charset (which is not UTF-8) declared only in the HTML head, while the charset in the HTTP response is not explicitly declared.

See signalapp#13050 for an example.

This fix, instead of immediately defaulting to UTF-8 if an explicit charset was not declared in the HTTP response, looks for a charset declaration in the HTML.


| Old behavior| New behavior |
|--------|--------|
| ![Screenshot_20230708_163432](https://github.com/signalapp/Signal-Android/assets/7279173/98333e50-52df-4654-9153-d79da317ae8a)| ![Screenshot_20230708_162921](https://github.com/signalapp/Signal-Android/assets/7279173/37850045-9729-40db-8fd8-e6e18aac534e) |
",razieli,7279173
1772864265,Fixes #12630,13023,88718,signalapp/signal-android,['wontfix'],closed,7,2023-06-24T18:29:45Z,2023-09-10T14:32:06Z,2023-09-10T14:32:05Z,"<!-- You can remove this first section if you have contributed before -->
### First time contributor checklist
<!-- replace the empty checkboxes [ ] below with checked ones [x] accordingly -->
- [x] I have read [how to contribute](https://github.com/signalapp/Signal-Android/blob/master/CONTRIBUTING.md) to this project
- [x] I have signed the [Contributor License Agreement](https://whispersystems.org/cla/)

### Contributor checklist
<!-- replace the empty checkboxes [ ] below with checked ones [x] accordingly -->
- [x] I am following the [Code Style Guidelines](https://github.com/signalapp/Signal-Android/wiki/Code-Style-Guidelines)
- [x] I have tested my contribution on these devices:
 * OnePlus 7 Pro, Android 12
- [x] My contribution is fully baked and ready to be merged as is
- [x] I ensure that all the open issues my contribution fixes are mentioned in the commit message of my first commit using the `Fixes #1234` [syntax](https://help.github.com/articles/closing-issues-via-commit-messages/)

----------

### Description
If the first finger was released before the second one, onDrag was called with wrong values. This is now fixed by checking whether active pointer index has changed.

| Old behavior | New behavior |
| ---------- | -------- |
<video src=""https://github.com/signalapp/Signal-Android/assets/28599313/4b2ce064-fb0b-4167-978b-c2d6dd035ab8"" width=""200px""> | <video src=""https://github.com/signalapp/Signal-Android/assets/28599313/6ff83fe1-d445-47c8-ad2f-15e5f2e44efc"" width=""200px"">


",Jaakkko,28599313
1750709648,Fixes #12928: Incorrect toggle state when canceling out of the 'Disable Signal messages and calls',12993,88718,signalapp/signal-android,['wontfix'],closed,2,2023-06-10T01:12:33Z,2023-08-18T16:36:02Z,2023-08-18T16:36:02Z,"<!-- You can remove this first section if you have contributed before -->
### First time contributor checklist
<!-- replace the empty checkboxes [ ] below with checked ones [x] accordingly -->
- [x] I have read [how to contribute](https://github.com/signalapp/Signal-Android/blob/master/CONTRIBUTING.md) to this project
- [x] I have signed the [Contributor License Agreement](https://whispersystems.org/cla/)

### Contributor checklist
<!-- replace the empty checkboxes [ ] below with checked ones [x] accordingly -->
- [x] I am following the [Code Style Guidelines](https://github.com/signalapp/Signal-Android/wiki/Code-Style-Guidelines)
- [x] I have tested my contribution on these devices:
 * Moto G52, Android 12
 * Virtual device (Pixel 3a), Android 13
- [x] My contribution is fully baked and ready to be merged as is
- [x] I ensure that all the open issues my contribution fixes are mentioned in the commit message of my first commit using the `Fixes #1234` [syntax](https://help.github.com/articles/closing-issues-via-commit-messages/)

----------
Fixes: #12928 

----------

### Description
<!--
Describe briefly what your pull request proposes to fix. Especially if you have more than one commit, it is helpful to give a summary of what your contribution as a whole is trying to solve.
Also, please describe shortly how you tested that your fix actually works.
-->
Clicking on a `SwitchView` toggles the state of the view but the state is decided by the `model.onClick()` function called in the `onCheckedChangedListener()`. Therefore changing the `onCheckedChangedListener()` to `onClickListener()` since it does not make sense to wait till the state is changed to trigger `model.onClick()` and also updating the toggle state explicitly so it is updated only one the `model.onClick()` changes the state.

-----------
### Testing
Tested on my personal device running Android 12 and Android simulator running Android 13.

Before:

https://github.com/signalapp/Signal-Android/assets/54995644/41bc192d-f5e9-4c1c-8268-7856dd84f813


After:

https://github.com/signalapp/Signal-Android/assets/54995644/184b7fb7-b288-4167-982e-8e89cb838349
",laksh-21,54995644
